"Name","Team","Level","Age","PA","BB.","K.","BB.K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC.","mYear","playerid","zAge"
"Adrian Marin","BAL","AA",23,470,0.05531915,0.19148936,0.28888889,0.26558891,0.30818966,0.34642032,0.65460998,0.08083141,5.72397334,0.32848837,1.304579457,43.51691937,-11.34937288,0.297448077,79.31448907,2017,NA,-0.575457626764627
"Fernando Perez","SDP","AA",23,233,0.06866953,0.27467811,0.25,0.21226415,0.27896996,0.30188679,0.58085675,0.08962264,2.928434094,0.28767123,-0.918871929,16.34331119,-10.52916806,0.267116865,60.81802515,2017,NA,-0.575457626764627
"Max White","COL","AA",23,430,0.12093023,0.2744186,0.44067797,0.2425876,0.33568075,0.38005391,0.71573466,0.13746631,6.789878993,0.33467742,-0.423093017,49.93784367,-0.258976904,0.327106222,99.48407708,2017,NA,-0.575457626764627
"BJ Boyd","OAK","AA",23,578,0.05882353,0.12802768,0.45945946,0.32270169,0.36568458,0.42776735,0.79345193,0.10506566,6.193974586,0.36383442,0.814176855,81.45761285,14.79541112,0.358069721,122.1946031,2017,NA,-0.575457626764627
"Nick Basto","CHW","AA",23,531,0.08286252,0.25047081,0.33082707,0.24737945,0.3125,0.39203354,0.70453354,0.14465409,1.21185545,0.31137725,-0.426116408,58.12661633,1.461445243,0.322460653,102.5790891,2017,NA,-0.575457626764627
"Chuck Taylor","SEA","AA",23,545,0.12110092,0.16513761,0.73333333,0.27388535,0.36880734,0.3970276,0.76583494,0.12314225,5.259115249,0.32085561,0.848305754,73.77303628,10.916808,0.350917119,117.3679018,2017,NA,-0.575457626764627
"Ronnie Freeman","ARI","AAA",26,243,0.0781893,0.20576132,0.38,0.25675676,0.31818182,0.36486486,0.68304668,0.1081081,3.579686396,0.31952663,-0.54187103,24.71253723,-7.282892122,0.305292737,77.23771092,2017,NA,-0.275082422633527
"Andrew Pullin","PHI","AA",23,550,0.06363636,0.16909091,0.37634409,0.2718254,0.32727273,0.48809524,0.81536797,0.21626984,4.072477182,0.29695431,0.627043801,77.89797195,14.43297663,0.358645274,122.3378252,2017,NA,-0.575457626764627
"Angel Ortega","MIL","AA",23,503,0.04572565,0.1749503,0.26136364,0.24840764,0.28714859,0.3418259,0.62897449,0.09341826,4.193279083,0.288,-0.639001327,43.13620991,-10.54096723,0.29036946,80.36229215,2017,NA,-0.575457626764627
"Royce Bolinger","TEX","AA",26,349,0.04297994,0.29226361,0.14705882,0.23384615,0.28080229,0.37846154,0.65926383,0.14461539,2.478223018,0.31018519,-0.149518938,33.00096695,-7.250085658,0.29848803,81.98783587,2017,NA,0.755429178664545
"Luis Valenzuela","ATL","AA",23,288,0.05208333,0.16319444,0.31914894,0.27443609,0.32055749,0.39849624,0.71905373,0.12406015,5.740514338,0.32420091,-1.119980996,32.32329094,1.326628387,0.324899952,103.7681195,2017,NA,-0.575457626764627
"Alfredo Escalera","KCR","AA",22,490,0.03877551,0.23061224,0.16814159,0.26096491,0.30532787,0.35307018,0.65839805,0.09210527,5.326308638,0.33136095,0.919536488,47.33961761,-9.173321573,0.301125653,83.76775,2017,NA,-1.01908656190768
"Jeff McVaney","DET","AA",27,212,0.08018868,0.17924528,0.44736842,0.21925134,0.31132075,0.3315508,0.64287155,0.11229946,4.756670893,0.26027397,-0.585047178,19.66890402,-5.026837919,0.297326077,79.4070546,2017,NA,1.1990581138076
"River Stevens","SDP","AA",25,181,0.0718232,0.17127072,0.41935484,0.22981366,0.29378531,0.29192547,0.58571078,0.06211181,3.538796615,0.28244275,-0.89735949,13.7773539,-7.3265365,0.273674914,64.09121225,2017,NA,0.311800243521488
"Brett Vertigan","OAK","AA",26,291,0.12027491,0.20274914,0.59322034,0.28514056,0.37630662,0.38554217,0.76184879,0.10040161,5.709681658,0.36842105,0.404232638,39.81934046,6.257574539,0.352809554,118.6449502,2017,NA,0.755429178664545
"Rashad Crawford","NYY","AA",23,419,0.06682578,0.21957041,0.30434783,0.21010638,0.26829268,0.30585106,0.57414374,0.09574468,7.617634717,0.26241135,1.646955493,27.3879275,-21.52478836,0.263155948,55.99347127,2017,NA,-0.575457626764627
"Correlle Prime","COL","AA",23,297,0.07407407,0.3030303,0.24444444,0.27205882,0.33333333,0.40073529,0.73406862,0.12867647,3.84119933,0.37931034,-3.213146242,34.95128799,0.280460759,0.329054329,100.8089243,2017,NA,-0.575457626764627
"Connor Lien","ATL","AA",23,411,0.05839416,0.3892944,0.15,0.18716578,0.25245098,0.32887701,0.58132799,0.14171123,6.687058133,0.29268293,1.863480659,29.35493967,-14.50454304,0.270966401,66.92951639,2017,NA,-0.575457626764627
"Erick Castillo","CHC","AA",24,230,0.0826087,0.18695652,0.44186047,0.24509804,0.31578947,0.30882353,0.624613,0.06372549,0.988445393,0.30246914,-0.024223016,20.18830686,-4.355929204,0.29310013,82.25274076,2017,NA,-0.13182869162157
"Wade Wass","LAA","AA",25,226,0.10176991,0.30530973,0.33333333,0.2565445,0.36444444,0.48167539,0.84611983,0.22513089,6.211371133,0.33928571,0.267517805,35.66147262,11.54409284,0.387876026,147.8662812,2017,NA,0.311800243521488
"Bijan Rademacher","CHC","AAA",26,329,0.10942249,0.19452888,0.5625,0.29411765,0.375,0.43598616,0.81098616,0.14186851,3.767382578,0.35616438,-0.452973772,48.81383672,5.49492208,0.359226191,112.6848101,2017,NA,-0.275082422633527
"Dario Pizzano","SEA","AAA",26,465,0.08387097,0.09892473,0.84782609,0.27184466,0.3483871,0.42475728,0.77314438,0.15291262,3.560595073,0.27808989,-0.046232807,61.69689656,5.535205386,0.346438475,111.2961674,2017,NA,-0.275082422633527
"Brock Hebert","SEA","AA",26,78,0.05128205,0.25641026,0.2,0.17142857,0.24675325,0.27142857,0.51818182,0.1,2.94986,0.20833333,-0.239144105,4.164954793,-4.830982465,0.245600158,46.2981752,2017,NA,0.755429178664545
"Parker Morin","KCR","AAA",25,138,0.02898551,0.25362319,0.11428571,0.171875,0.21014493,0.2265625,0.43670743,0.0546875,1.517857143,0.22105263,-0.043889369,1.8722425,-15.26883934,0.200021704,11.54548941,2017,NA,-0.584381146607858
"Nellie Rodriguez","CLE","AAA",23,433,0.12240185,0.41801386,0.29281768,0.16976127,0.27083333,0.34217507,0.6130084,0.1724138,0.830357143,0.25966851,-0.093299234,34.56948114,-14.71564412,0.279642249,70.14181451,2017,NA,-1.20297859455652
"Bruce Caldwell","STL","AAA",25,403,0.13399504,0.29528536,0.45378151,0.24188791,0.35411471,0.4100295,0.76414421,0.16814159,3.222308569,0.32692308,-0.236900675,53.41444434,6.347342609,0.348594484,114.7193094,2017,NA,-0.584381146607858
"Melvin Mercedes","OAK","AA",25,243,0.13168724,0.14814815,0.88888889,0.24378109,0.35833333,0.29353234,0.65186567,0.04975125,5.841186161,0.29341317,-0.033699133,25.79088135,-5.8288222,0.311091461,81.9734413,2017,NA,0.311800243521488
"Kody Eaves","DET","AA",23,367,0.08991826,0.21798365,0.4125,0.27108434,0.34059946,0.46385542,0.80445488,0.19277108,5.331145648,0.32217573,0.244503996,51.90326804,9.145380991,0.358848307,121.3229881,2017,NA,-0.575457626764627
"Matt Juengel","MIA","AAA",27,216,0.06018519,0.16203704,0.37142857,0.25,0.30092593,0.41,0.71092593,0.16,3.778015613,0.27950311,-0.322291213,23.01740291,-5.422978734,0.310913848,80.93211687,2017,NA,0.0342163013408052
"Jacob Scavuzzo","LAD","AAA",23,298,0.04362416,0.27852349,0.15662651,0.23741007,0.27516779,0.45323741,0.7284052,0.21582734,3.064382984,0.27322404,0.082561888,33.31911651,-1.115320738,0.320736155,96.89757608,2017,NA,-1.20297859455652
"C.J. Hinojosa","SFG","AA",22,417,0.07434053,0.10071942,0.73809524,0.26541555,0.32116788,0.34048257,0.66165045,0.07506702,3.08449815,0.28614458,-0.530083968,40.15727055,-8.521971725,0.302122799,82.49362289,2017,NA,-1.01908656190768
"Jason Leblebijian","TOR","AAA",26,473,0.07399577,0.26215645,0.28225806,0.25761124,0.32346723,0.40515222,0.72861945,0.14754098,4.542638686,0.33559322,-0.325887618,55.16677521,1.328751545,0.326502171,102.4680541,2017,NA,-0.275082422633527
"Wade Hinkle","DET","AA",27,87,0.10344828,0.27586207,0.375,0.13333333,0.24137931,0.28,0.52137931,0.14666667,1.080357143,0.14285714,0.015972571,4.44904383,-5.707057077,0.245235919,43.80661309,2017,NA,1.1990581138076
"Jeff Kemp","BAL","AA",27,89,0.1011236,0.25842697,0.39130435,0.25641026,0.32954545,0.35897436,0.68851981,0.1025641,3.022737157,0.33333333,0.22395886,9.193556848,-1.196017643,0.310937591,88.48829041,2017,NA,1.1990581138076
"A.J. Simcox","DET","AA",23,474,0.05696203,0.15189873,0.375,0.25,0.29273504,0.37844037,0.67117541,0.12844037,6.074232899,0.28055556,0.450708057,45.05947477,-10.27376465,0.300563106,81.43292393,2017,NA,-0.575457626764627
"Jorge Saez","NYY","AA",26,240,0.1375,0.2625,0.52380952,0.24875622,0.35,0.42288557,0.77288557,0.17412935,2.651916873,0.30597015,0.266885146,31.86263923,3.845809141,0.348049248,113.7267818,2017,NA,0.755429178664545
"Colton Plaia","NYM","AA",26,158,0.12025316,0.19620253,0.61290323,0.24087591,0.34177215,0.31386861,0.65564076,0.0729927,1.723739518,0.3047619,0.043924571,15.53574565,-2.908667494,0.304676167,84.23008923,2017,NA,0.755429178664545
"Ian Rice","CHC","AA",23,394,0.15228426,0.2284264,0.66666667,0.22960725,0.35279188,0.42296073,0.77575261,0.19335348,1.678246219,0.26339286,-0.421271805,54.38250673,12.33716321,0.361119261,129.3425197,2017,NA,-0.575457626764627
"Tyler Krieger","CLE","AA",23,480,0.0875,0.22291667,0.39252336,0.22488038,0.30315789,0.33732057,0.64047846,0.11244019,5.274616024,0.28205128,0.049469204,43.073446,-12.96021418,0.293854581,76.87066286,2017,NA,-0.575457626764627
"Wynton Bernard","SFG","AAA",26,211,0.05687204,0.1943128,0.29268293,0.25388601,0.30288462,0.34715026,0.65003488,0.09326425,8.057254989,0.31125828,2.069317474,18.9405098,-8.841529676,0.291504217,68.17537574,2017,NA,-0.275082422633527
"Tim Remes","DET","AA",25,92,0.0326087,0.39130435,0.08333333,0.14285714,0.16853933,0.17857143,0.34711076,0.03571429,3.851190455,0.24,0.012977714,-1.579122056,-12.31890692,0.159200408,-14.70347941,2017,NA,0.311800243521488
"Jiandido Tromp","PHI","AA",23,501,0.05788423,0.22754491,0.25438596,0.28387097,0.328,0.48172043,0.80972043,0.19784946,4.789362325,0.33928571,-0.764946074,70.22121781,11.76522832,0.357336588,120.1053327,2017,NA,-0.575457626764627
"Elier Hernandez","KCR","AA",22,70,0.05714286,0.2,0.28571429,0.33870968,0.39130435,0.4516129,0.84291725,0.11290322,2.581125025,0.41666667,-1.26189672,11.16761002,3.094332991,0.38197765,138.3280913,2017,NA,-1.01908656190768
"David Thompson","NYM","AA",23,529,0.07561437,0.17391304,0.43478261,0.26260504,0.32514178,0.42857143,0.75371321,0.16596639,3.66812208,0.29144385,-0.73855138,64.65164969,2.897886709,0.334765107,104.692648,2017,NA,-0.575457626764627
"Dorssys Paulino","CLE","AA",22,366,0.1147541,0.20765027,0.55263158,0.25714286,0.3489011,0.36507937,0.71398047,0.10793651,4.467024799,0.31779661,0.486369741,43.12539692,0.399731039,0.329240563,100.9355759,2017,NA,-1.01908656190768
"Ashley Graeter","COL","AA",27,380,0.06052632,0.18421053,0.32857143,0.24712644,0.30053191,0.38793103,0.68846294,0.14080459,4.09469228,0.28252788,-0.160032534,37.76879652,-6.591184446,0.306016484,85.14159767,2017,NA,1.1990581138076
"Mike Ahmed","LAD","AAA",25,160,0.13125,0.2625,0.5,0.27007299,0.36477987,0.4379562,0.80273607,0.16788321,2.783631064,0.34444444,-0.100004004,23.41771092,4.311070108,0.365444516,124.5852096,2017,NA,-0.584381146607858
"Danny Diekroeger","STL","AA",25,57,0.07017544,0.19298246,0.36363636,0.23076923,0.28571429,0.30769231,0.5934066,0.07692308,4.447704536,0.29268293,-0.837704505,4.320878159,-2.253075991,0.274391732,65.72723296,2017,NA,0.311800243521488
"Angel Rosa","LAA","AA",24,57,0.12280702,0.29824561,0.41176471,0.18367347,0.28571429,0.20408163,0.48979592,0.02040816,2.144066412,0.28125,-0.559781637,2.958743763,-3.123958218,0.244550784,48.64193202,2017,NA,-0.13182869162157
"Cael Brockmeyer","CHC","AAA",25,226,0.0619469,0.26106195,0.23728814,0.19117647,0.26222222,0.33823529,0.60045751,0.14705882,2.42003108,0.23021583,-0.018354669,17.62140585,-6.770471934,0.276486875,70.46045624,2017,NA,-0.584381146607858
"Galli Cribbs Jr.","ARI","AA",24,102,0.09803922,0.37254902,0.26315789,0.17045455,0.25742574,0.21590909,0.47333483,0.04545454,7.385995509,0.28846154,0.391118234,3.880043893,-7.004791231,0.225779199,35.64632674,2017,NA,-0.13182869162157
"Zane Evans","KCR","AA",25,124,0.01612903,0.25,0.06451613,0.20491803,0.21774194,0.31147541,0.52921735,0.10655738,4.154773851,0.24137931,0.35300834,5.921879149,-8.37935444,0.238353747,41.40817023,2017,NA,0.311800243521488
"Dylan Davis","SFG","AA",23,358,0.0726257,0.25698324,0.2826087,0.21712538,0.28011204,0.36085627,0.64096831,0.14373089,1.098316893,0.2699115,0.072874857,31.18294297,-10.60882857,0.290537811,74.61503023,2017,NA,-0.575457626764627
"Drew Dosch","BAL","AA",25,513,0.07992203,0.23391813,0.34166667,0.27645788,0.33789063,0.42548596,0.76337659,0.14902808,4.519150226,0.3539823,0.299892677,65.07005246,6.562557114,0.33896872,111.0335928,2017,NA,0.311800243521488
"Cole Sturgeon","BOS","AA",25,460,0.08478261,0.18695652,0.45348837,0.2635468,0.32599119,0.37931034,0.70530153,0.11576354,5.081773228,0.31464174,0.675905764,50.37300071,-3.32592362,0.318757472,93.80634964,2017,NA,0.311800243521488
"Tyler Horan","SFG","AA",26,86,0.08139535,0.25581395,0.31818182,0.21794872,0.27906977,0.32051282,0.59958259,0.1025641,3.892420062,0.28571429,-0.80147942,6.326521296,-3.712842819,0.27348384,63.01715152,2017,NA,0.755429178664545
"Dustin DeMuth","MIL","AA",25,433,0.09699769,0.26558891,0.36521739,0.24403183,0.33949192,0.37931034,0.71880226,0.13527851,3.750140203,0.32677165,-0.352668051,50.81836202,4.611169779,0.333149983,109.9793334,2017,NA,0.311800243521488
"Tucker Nathans","BAL","AA",28,92,0.02173913,0.27173913,0.08,0.28089888,0.30434783,0.41573034,0.72007817,0.13483146,3.758583257,0.36065574,0.221962289,10.31040137,-0.426469168,0.321933734,96.21610968,2017,NA,1.64268704895066
"Omar Carrizales","COL","AA",22,492,0.09756098,0.19512195,0.5,0.24768519,0.32786885,0.35185185,0.6797207,0.10416666,4.87099086,0.30538922,-2.3939022,51.153109,-6.281392678,0.311783226,89.0633809,2017,NA,-1.01908656190768
"Carlos Diaz","KCR","AAA",24,122,0.02459016,0.23770492,0.10344828,0.21929825,0.24369748,0.25438596,0.49808344,0.03508771,2.423404993,0.29069767,-0.716249215,4.953735159,-9.24752061,0.229585127,34.97470213,2017,NA,-0.89367987058219
"Juremi Profar","TEX","AA",21,435,0.04367816,0.13333333,0.32758621,0.2626506,0.29655172,0.37590361,0.67245533,0.11325301,2.217565294,0.28530259,-0.832079122,43.42955832,-6.740091769,0.30527144,86.56540008,2017,NA,-1.46271549705074
"Kristian Trompiz","HOU","AA",21,57,0.03508772,0.22807018,0.15384615,0.22222222,0.25,0.22222222,0.47222222,0,3.484861923,0.29268293,-0.034872133,1.993921346,-4.580032804,0.221938129,30.33062447,2017,NA,-1.46271549705074
"Riley Unroe","TBR","AA",21,298,0.13758389,0.23154362,0.5942029,0.2244898,0.33676976,0.31428571,0.65105547,0.08979591,5.339212618,0.29943503,-0.717823203,30.01635575,-1.784437061,0.310629997,94.3887026,2017,NA,-1.46271549705074
"Cord Sandberg","PHI","AA",22,104,0.02884615,0.28846154,0.1,0.26262626,0.2815534,0.44444444,0.72599784,0.18181818,3.37807686,0.33333333,0.218967432,11.37215094,-0.768475432,0.318557295,93.67021595,2017,NA,-1.01908656190768
"Drew Ward","WSN","AA",22,480,0.11458333,0.27291667,0.41984733,0.23486683,0.325,0.3559322,0.6809322,0.12106537,1.146378268,0.31071429,0.124785714,49.87592416,-6.157736012,0.311705686,89.01064825,2017,NA,-1.01908656190768
"Jamie Westbrook","ARI","AA",22,409,0.0391198,0.10513447,0.37209302,0.26525199,0.30541872,0.39522546,0.70064418,0.12997347,3.437064391,0.27794562,-0.391271555,43.77004698,0.123992409,0.319145622,100.2840862,2017,NA,-1.01908656190768
"Champ Stuart","NYM","AA",24,372,0.10215054,0.32795699,0.31147541,0.221875,0.30958904,0.33125,0.64083904,0.109375,7.439449579,0.33673469,4.628505272,34.15081232,-9.275274313,0.296458104,78.64123841,2017,NA,-0.13182869162157
"Charcer Burks","CHC","AA",22,535,0.12897196,0.2,0.64485981,0.26973684,0.37009346,0.39473684,0.7648303,0.125,4.812820372,0.32944606,-1.387757413,71.57889796,14.48687059,0.355387767,125.3745948,2017,NA,-1.01908656190768
"Matt Oberste","NYM","AA",25,516,0.10077519,0.20542636,0.49056604,0.28351648,0.36046512,0.38901099,0.74947611,0.10549451,3.918191826,0.35632184,0.338521156,65.5790512,5.342866511,0.340907445,108.8698621,2017,NA,0.311800243521488
"Forrestt Allday","LAA","AA",26,369,0.14363144,0.11653117,1.23255814,0.29801325,0.40983607,0.3410596,0.75089567,0.04304635,2.992144147,0.33969466,-1.249656482,49.72799819,10.2257346,0.355582948,125.0277499,2017,NA,0.755429178664545
"Trey Michalczewski","CHW","AA",22,419,0.09307876,0.29832936,0.312,0.23369565,0.3125,0.35597826,0.66847826,0.12228261,5.001032573,0.32352941,1.18115052,42.25526187,-2.457933399,0.310794937,94.50289029,2017,NA,-1.01908656190768
"Ross Kivett","DET","AA",25,93,0.12903226,0.12903226,1,0.21794872,0.33695652,0.35897436,0.69593088,0.14102564,4.465658555,0.234375,-0.406711404,10.57157401,-0.284947651,0.324005442,97.37533199,2017,NA,0.311800243521488
"Brandon Bednar","SFG","AA",25,448,0.05803571,0.140625,0.41269841,0.27980535,0.3258427,0.35036496,0.67620766,0.07055961,3.204834162,0.32478632,-0.301650843,45.40131407,-6.896768755,0.308473559,86.81257824,2017,NA,0.311800243521488
"Stephen McGee","SDP","AA",26,282,0.17021277,0.24113475,0.70588235,0.25217391,0.38652482,0.40869565,0.79522047,0.15652174,1.22240258,0.32692308,-0.18583068,42.12890636,9.605133194,0.368943847,129.5326534,2017,NA,0.755429178664545
"Erich Weiss","PIT","AAA",25,377,0.10079576,0.17771883,0.56716418,0.27409639,0.35278515,0.42168675,0.7744719,0.14759036,5.571617885,0.32442748,0.290576961,50.30384435,7.392776868,0.347898296,117.2281355,2017,NA,-0.584381146607858
"Chad Hinshaw","MIA","AAA",26,292,0.0890411,0.25684932,0.34666667,0.22868217,0.30902778,0.34108527,0.65011305,0.1124031,4.620885542,0.30726257,-0.271771676,26.52957711,-11.91760548,0.29276294,69.00265591,2017,NA,-0.275082422633527
"Joseph Monge","BOS","AA",22,214,0.04672897,0.22897196,0.20408163,0.23834197,0.30660377,0.33160622,0.63820999,0.09326425,5.789611988,0.30985915,0.231464023,19.46215805,-5.519515444,0.295376601,77.9057418,2017,NA,-1.01908656190768
"Ryan Walker","MIN","AA",25,439,0.11617312,0.19362187,0.6,0.23218997,0.32574032,0.32189974,0.64764006,0.08970977,6.374022977,0.28716216,0.843698515,42.63894417,-4.22985766,0.305860561,91.22800382,2017,NA,0.311800243521488
"Jon Kemmer","HOU","AAA",26,358,0.12290503,0.26536313,0.46315789,0.29934211,0.39944134,0.53289474,0.93233608,0.23355263,6.070074703,0.38461538,0.131642097,67.11379688,19.97649767,0.404407068,142.3793853,2017,NA,-0.275082422633527
"Kyle Petty","SEA","AA",26,126,0.1031746,0.29365079,0.35135135,0.25233645,0.34126984,0.29906542,0.64033526,0.04672897,3.268360081,0.36986301,0.318832582,12.40038054,-2.131518109,0.303443899,85.33214303,2017,NA,0.755429178664545
"Jantzen Witte","BOS","AAA",27,283,0.12367491,0.18374558,0.67307692,0.24180328,0.34163701,0.32786885,0.66950586,0.08606557,3.600038676,0.2962963,-0.289665563,29.911276,-2.300480225,0.31257187,92.85825893,2017,NA,0.0342163013408052
"Justin Maffei","PIT","AA",25,147,0.14285714,0.16326531,0.875,0.27731092,0.4109589,0.31092437,0.72188327,0.03361345,4.316425096,0.34736842,0.213413822,19.38460747,2.332129322,0.34660824,113.8421181,2017,NA,0.311800243521488
"Zach Shank","SEA","AAA",26,418,0.07894737,0.22488038,0.35106383,0.21467391,0.2815534,0.30706522,0.58861862,0.09239131,6.97608294,0.27598566,1.754019052,28.53798478,-26.49942045,0.266667852,51.85198078,2017,NA,-0.275082422633527
"Joe Bennie","OAK","AA",26,92,0.13043478,0.27173913,0.48,0.2375,0.33695652,0.35,0.68695652,0.1125,3.635152545,0.33333333,-0.863336323,10.28209264,-0.328500027,0.320592082,96.90403696,2017,NA,0.755429178664545
"Reed Harper","ATL","AA",26,69,0.08695652,0.30434783,0.28571429,0.12068966,0.20895522,0.13793103,0.34688625,0.01724137,1.367521061,0.17948718,-0.382111263,0.157190816,-7.206080003,0.177373255,2.134796069,2017,NA,0.755429178664545
"Nick Longhi","BOS","AA",21,275,0.05818182,0.16363636,0.35555556,0.265625,0.31386861,0.41015625,0.72402486,0.14453125,1.536820008,0.29901961,-0.357145443,31.5349954,-0.347122523,0.326171091,99.42814243,2017,NA,-1.46271549705074
"Chantz Mack","SEA","AA",26,108,0.19444444,0.2037037,0.95454545,0.18390805,0.34259259,0.25287356,0.59546615,0.06896551,1.080357143,0.234375,-0.070487499,10.09149448,-2.364418648,0.297050404,81.0177012,2017,NA,0.755429178664545
"Adam Law","SEA","AA",27,65,0.01538462,0.33846154,0.04545455,0.22222222,0.234375,0.26984127,0.50421627,0.04761905,2.499696296,0.34146341,-0.83556852,2.666023792,-4.830590589,0.229691949,35.56303761,2017,NA,1.1990581138076
"Toby Thomas","CHW","AA",23,56,0.05357143,0.19642857,0.27272727,0.21568627,0.25925926,0.39215686,0.65141612,0.17647059,0.96016483,0.25641026,-0.002826018,5.056191893,-0.919796018,0.296502877,84.60846923,2017,NA,-0.575457626764627
"Jake Romanski","BOS","AAA",26,179,0.01675978,0.12849162,0.13043478,0.25,0.26256983,0.28977273,0.55234256,0.03977273,2.235866018,0.28289474,-0.401830205,9.967537956,-10.7622309,0.250385118,48.22374154,2017,NA,-0.275082422633527
"Danny Bethea","BOS","AA",27,75,0.09333333,0.22666667,0.41176471,0.23880597,0.31081081,0.37313433,0.68394514,0.13432836,1.601190455,0.29166667,0.017969143,7.797602387,-0.957657015,0.311781083,89.061923,2017,NA,1.1990581138076
"Eric Aguilera","TEX","AA",26,448,0.11830357,0.26785714,0.44166667,0.22222222,0.32142857,0.38501292,0.70644149,0.1627907,1.840746683,0.27843137,-0.847031016,51.60488771,-0.064085257,0.324996136,99.87596955,2017,NA,0.755429178664545
"Samir Duenez","KCR","AA",21,566,0.06537102,0.204947,0.31896552,0.25239006,0.30388693,0.40152964,0.70541657,0.14913958,4.513733053,0.29262087,0.509552933,62.26599418,-3.012217204,0.318341893,95.38557025,2017,NA,-1.46271549705074
"Wendell Rijo","MIL","AA",21,91,0.07692308,0.24175824,0.31818182,0.18518519,0.27472527,0.22222222,0.49694749,0.03703703,4.941300198,0.25423729,0.01425529,4.742825606,-4.96815475,0.244836628,48.83982289,2017,NA,-1.46271549705074
"Marty Herum","ARI","AA",25,172,0.04069767,0.15116279,0.26923077,0.28395062,0.31395349,0.40740741,0.7213609,0.12345679,3.892953829,0.32352941,0.183851326,19.48204359,1.127223577,0.327606104,106.1412946,2017,NA,0.311800243521488
"Johan Mieses","LAD","AA",21,329,0.08206687,0.35258359,0.23275862,0.15986395,0.24620061,0.34693878,0.59313939,0.18707483,1.45751233,0.19018405,-0.117479166,23.4367026,-14.50769942,0.268521508,61.76590314,2017,NA,-1.46271549705074
"Michael De Leon","TEX","AA",20,418,0.0430622,0.11483254,0.375,0.22335025,0.25721154,0.28426396,0.5414755,0.06091371,2.930560882,0.24783862,-0.397903359,23.43635153,-24.77264557,0.249032028,48.61406156,2017,NA,-1.9063444321938
"Bobby Boyd","HOU","AA",24,97,0.07216495,0.24742268,0.29166667,0.18604651,0.25263158,0.31395349,0.56658507,0.12790698,6.878440772,0.2295082,0.561552282,6.292127978,-4.89512733,0.260338276,56.24371488,2017,NA,-0.13182869162157
"Trent Woodward","HOU","AAA",25,182,0.11538462,0.26373626,0.4375,0.25477707,0.35359116,0.38853503,0.74212619,0.13375796,2.302944893,0.34285714,-0.1081978,23.19158721,1.972364274,0.340811157,109.9309342,2017,NA,-0.584381146607858
"Michael Russell","TBR","AA",24,431,0.0649652,0.19721578,0.32941176,0.24611399,0.30232558,0.37046632,0.6727919,0.12435233,6.785649447,0.29276316,1.699661859,42.69870672,-3.29505738,0.308386985,92.83586059,2017,NA,-0.13182869162157
"Casey Gillaspie","TBR","AAA",24,515,0.09708738,0.19417476,0.5,0.22270742,0.29708738,0.37336245,0.67044983,0.15065503,3.222196563,0.24928367,-0.32496036,49.5841262,-9.034440793,0.300554834,84.5877488,2017,NA,-0.89367987058219
"Max Murphy","MIN","AA",24,230,0.07826087,0.20434783,0.38297872,0.25242718,0.3173913,0.3592233,0.6766146,0.10679612,4.21350933,0.31677019,-0.022204431,23.21479822,-1.329437841,0.310911378,94.58350287,2017,NA,-0.13182869162157
"Branden Cogswell","OAK","AA",24,79,0.08860759,0.18987342,0.46666667,0.22535211,0.29487179,0.25352113,0.54839292,0.02816902,2.494937592,0.28571429,-0.24982403,5.237337888,-3.873931899,0.262173232,57.48197573,2017,NA,-0.13182869162157
"Gunnar Heidt","TOR","AA",24,485,0.09278351,0.28453608,0.32608696,0.22916667,0.30290456,0.37037037,0.67327493,0.1412037,4.538884647,0.3028169,0.059692622,47.84264898,-8.774695158,0.305075633,84.5017542,2017,NA,-0.13182869162157
"Jay Baum","SEA","AA",24,109,0.03669725,0.25688073,0.14285714,0.19230769,0.2293578,0.25961538,0.48897318,0.06730769,5.389228244,0.25333333,0.557280312,4.201946338,-8.369299318,0.226523717,33.42505948,2017,NA,-0.13182869162157
"Will Maddox","DET","AA",25,67,0.02985075,0.2238806,0.13333333,0.296875,0.31818182,0.359375,0.67755682,0.0625,4.453573265,0.375,0.618967438,6.734374993,-1.086990073,0.307429134,86.10229718,2017,NA,0.311800243521488
"Vicente Conde","NYY","AA",23,102,0.15686275,0.30392157,0.51612903,0.13253012,0.28712871,0.21686747,0.50399618,0.08433735,4.228150465,0.19607843,0.22395886,5.920789441,-5.986363346,0.253938022,49.7246449,2017,NA,-0.575457626764627
"Auston Bousfield","SDP","AA",23,337,0.08902077,0.15430267,0.57692308,0.22895623,0.30746269,0.31313131,0.620594,0.08417508,5.339676417,0.26229508,0.384359258,29.80661232,-9.060449937,0.290635211,76.6886165,2017,NA,-0.575457626764627
"Andrew Daniel","LAA","AA",24,217,0.10599078,0.23041475,0.46,0.21052632,0.30092593,0.31578947,0.6167154,0.10526315,5.426122255,0.27338129,-0.304904255,18.80171774,-4.355235413,0.291486707,81.19253693,2017,NA,-0.13182869162157
"T.J. White","MIN","AA",25,416,0.09134615,0.20192308,0.45238095,0.27595628,0.35817308,0.48360656,0.84177964,0.20765028,3.522544089,0.32222222,-1.14903461,63.72267709,19.32962403,0.381629793,143.542002,2017,NA,0.311800243521488
